# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i breviolum_proteins.faa -m diamond --data_dir . -o breviolum --cpu 8
# time: Tue Apr 15 15:47:42 2025
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
symbB.v1.2.000017.t1	67593.Physo129241	8.68e-17	95.1	Peronosporales													Eukaryota	3QH7I@4776,COG2801@1,KOG0017@2759	NA|NA|NA	L	transposition, RNA-mediated
symbB.v1.2.000018.t1	1192034.CAP_1946	5.33e-29	128.0	Myxococcales		GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005576,GO:0008810,GO:0016787,GO:0016798,GO:0043226,GO:0043228,GO:0043230,GO:0043263,GO:0043264,GO:0044421	3.2.1.4	ko:K01179	ko00500,ko01100,map00500,map01100		R06200,R11307,R11308		ko00000,ko00001,ko01000		GH5,GH9		Bacteria	1QU12@1224,2X55V@28221,2Z05R@29,439SU@68525,COG2730@1,COG2730@2	NA|NA|NA	G	Cellulase (glycosyl hydrolase family 5)
symbB.v1.2.000020.t1	157072.XP_008879409.1	6.19e-09	69.3	Eukaryota													Eukaryota	2D5UC@1,2SZQD@2759	NA|NA|NA	S	Tetratricopeptide repeat
symbB.v1.2.000023.t1	3075.A0A087SL10	3.5e-17	94.4	Chlorophyta													Viridiplantae	34PCJ@3041,388QK@33090,KOG1188@1,KOG1188@2759	NA|NA|NA	S	Protein of unknown function (DUF760)
symbB.v1.2.000029.t1	112098.XP_008611812.1	9.7e-50	177.0	Eukaryota				ko:K15109	ko04714,map04714				ko00000,ko00001,ko02000	2.A.29.8			Eukaryota	KOG0762@1,KOG0762@2759	NA|NA|NA	U	Belongs to the mitochondrial carrier (TC 2.A.29) family
symbB.v1.2.000030.t1	1198452.Jab_1c13900	1.53e-33	146.0	Oxalobacteraceae	yrrB		2.1.1.222,2.1.1.64	ko:K00568	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04988,R05614,R08769,R08781	RC00003,RC00392,RC01895	ko00000,ko00001,ko00002,ko01000				Bacteria	1RAIT@1224,2VN0T@28216,477CK@75682,COG0457@1,COG0457@2,COG4976@1,COG4976@2	NA|NA|NA	S	methyltransferase (Contains TPR repeat)
symbB.v1.2.000033.t1	296587.XP_002500708.1	1.79e-10	66.2	Chlorophyta			2.3.2.27	ko:K19041					ko00000,ko01000,ko04121				Viridiplantae	34N82@3041,381IH@33090,KOG4628@1,KOG4628@2759	NA|NA|NA	O	Ring finger domain
symbB.v1.2.000034.t3	1123072.AUDH01000046_gene1749	2.37e-81	288.0	Rhodospirillales	atm1	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0006996,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009507,GO:0009526,GO:0009536,GO:0009555,GO:0009657,GO:0009658,GO:0009889,GO:0009941,GO:0009987,GO:0010035,GO:0010038,GO:0010288,GO:0010380,GO:0016020,GO:0016043,GO:0018130,GO:0019222,GO:0019538,GO:0019637,GO:0019720,GO:0019725,GO:0019866,GO:0022622,GO:0030003,GO:0031090,GO:0031323,GO:0031326,GO:0031966,GO:0031967,GO:0031975,GO:0032501,GO:0032502,GO:0042221,GO:0042592,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046686,GO:0046916,GO:0048229,GO:0048364,GO:0048731,GO:0048856,GO:0048878,GO:0050789,GO:0050790,GO:0050794,GO:0050801,GO:0050896,GO:0051171,GO:0051186,GO:0051188,GO:0051189,GO:0051193,GO:0051276,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0065009,GO:0071704,GO:0071840,GO:0090056,GO:0090407,GO:0098771,GO:0099402,GO:1901360,GO:1901362,GO:1901401,GO:1901463,GO:1901564,GO:1901566,GO:1901576		ko:K06147,ko:K12531	ko02020,map02020	M00326			ko00000,ko00001,ko00002,ko02000,ko02044	3.A.1.106,3.A.1.109,3.A.1.21			Bacteria	1NSKS@1224,2JR6D@204441,2UQAG@28211,COG5265@1,COG5265@2	NA|NA|NA	V	COG5265 ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components
symbB.v1.2.000034.t4	1123072.AUDH01000046_gene1749	6.12e-81	288.0	Rhodospirillales	atm1	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0006996,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009507,GO:0009526,GO:0009536,GO:0009555,GO:0009657,GO:0009658,GO:0009889,GO:0009941,GO:0009987,GO:0010035,GO:0010038,GO:0010288,GO:0010380,GO:0016020,GO:0016043,GO:0018130,GO:0019222,GO:0019538,GO:0019637,GO:0019720,GO:0019725,GO:0019866,GO:0022622,GO:0030003,GO:0031090,GO:0031323,GO:0031326,GO:0031966,GO:0031967,GO:0031975,GO:0032501,GO:0032502,GO:0042221,GO:0042592,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046686,GO:0046916,GO:0048229,GO:0048364,GO:0048731,GO:0048856,GO:0048878,GO:0050789,GO:0050790,GO:0050794,GO:0050801,GO:0050896,GO:0051171,GO:0051186,GO:0051188,GO:0051189,GO:0051193,GO:0051276,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0065009,GO:0071704,GO:0071840,GO:0090056,GO:0090407,GO:0098771,GO:0099402,GO:1901360,GO:1901362,GO:1901401,GO:1901463,GO:1901564,GO:1901566,GO:1901576		ko:K06147,ko:K12531	ko02020,map02020	M00326			ko00000,ko00001,ko00002,ko02000,ko02044	3.A.1.106,3.A.1.109,3.A.1.21			Bacteria	1NSKS@1224,2JR6D@204441,2UQAG@28211,COG5265@1,COG5265@2	NA|NA|NA	V	COG5265 ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components
symbB.v1.2.000034.t2	5808.XP_002142079.1	1.52e-178	567.0	Coccidia		GO:0000003,GO:0000082,GO:0000166,GO:0000278,GO:0000323,GO:0000974,GO:0001655,GO:0001664,GO:0001822,GO:0001910,GO:0001912,GO:0001914,GO:0001916,GO:0001917,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002709,GO:0002711,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0003008,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005102,GO:0005488,GO:0005504,GO:0005515,GO:0005524,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005775,GO:0005776,GO:0005829,GO:0005856,GO:0005874,GO:0005882,GO:0006355,GO:0006457,GO:0006464,GO:0006468,GO:0006518,GO:0006606,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006897,GO:0006913,GO:0006914,GO:0006928,GO:0006950,GO:0006996,GO:0007017,GO:0007018,GO:0007033,GO:0007040,GO:0007049,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007517,GO:0007519,GO:0007568,GO:0007600,GO:0007606,GO:0007608,GO:0008021,GO:0008088,GO:0008104,GO:0008134,GO:0008144,GO:0008150,GO:0008152,GO:0008289,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009605,GO:0009628,GO:0009636,GO:0009719,GO:0009725,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009986,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010045,GO:0010468,GO:0010556,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010656,GO:0010660,GO:0010662,GO:0010664,GO:0010665,GO:0010667,GO:0010941,GO:0010970,GO:0012505,GO:0014069,GO:0014070,GO:0014706,GO:0014823,GO:0015031,GO:0015630,GO:0015833,GO:0016020,GO:0016043,GO:0016191,GO:0016192,GO:0016310,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017038,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019538,GO:0019899,GO:0021549,GO:0022037,GO:0022402,GO:0022411,GO:0022414,GO:0030100,GO:0030133,GO:0030162,GO:0030163,GO:0030424,GO:0030425,GO:0030554,GO:0030705,GO:0030900,GO:0030902,GO:0031090,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031341,GO:0031343,GO:0031406,GO:0031410,GO:0031667,GO:0031685,GO:0031686,GO:0031974,GO:0031982,GO:0032268,GO:0032270,GO:0032279,GO:0032355,GO:0032501,GO:0032502,GO:0032504,GO:0032553,GO:0032555,GO:0032559,GO:0032570,GO:0032879,GO:0032984,GO:0032991,GO:0033036,GO:0033218,GO:0033267,GO:0033293,GO:0033365,GO:0033554,GO:0033993,GO:0034504,GO:0034605,GO:0034613,GO:0034641,GO:0035639,GO:0036094,GO:0036211,GO:0036465,GO:0036477,GO:0042026,GO:0042221,GO:0042277,GO:0042493,GO:0042594,GO:0042623,GO:0042698,GO:0042886,GO:0042981,GO:0042995,GO:0043005,GO:0043025,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043195,GO:0043197,GO:0043198,GO:0043202,GO:0043204,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043230,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043531,GO:0043603,GO:0043624,GO:0043679,GO:0043933,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044297,GO:0044306,GO:0044309,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044437,GO:0044444,GO:0044445,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0044743,GO:0044770,GO:0044772,GO:0044843,GO:0044849,GO:0045111,GO:0045121,GO:0045184,GO:0045202,GO:0045471,GO:0045807,GO:0045862,GO:0045892,GO:0045934,GO:0046677,GO:0046686,GO:0046777,GO:0046907,GO:0048471,GO:0048488,GO:0048511,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048731,GO:0048856,GO:0050542,GO:0050764,GO:0050766,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050877,GO:0050896,GO:0051049,GO:0051050,GO:0051082,GO:0051128,GO:0051130,GO:0051169,GO:0051170,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051261,GO:0051641,GO:0051649,GO:0051716,GO:0055085,GO:0060255,GO:0060322,GO:0060537,GO:0060538,GO:0060548,GO:0060627,GO:0061024,GO:0061061,GO:0061077,GO:0061083,GO:0061635,GO:0061684,GO:0061741,GO:0061919,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070062,GO:0070382,GO:0070727,GO:0070887,GO:0071241,GO:0071248,GO:0071276,GO:0071702,GO:0071704,GO:0071705,GO:0071806,GO:0071840,GO:0072001,GO:0072318,GO:0072319,GO:0072321,GO:0072594,GO:0080090,GO:0080134,GO:0080135,GO:0080171,GO:0090559,GO:0097159,GO:0097212,GO:0097213,GO:0097214,GO:0097305,GO:0097367,GO:0097447,GO:0097458,GO:0097708,GO:0098588,GO:0098589,GO:0098657,GO:0098793,GO:0098794,GO:0098805,GO:0098852,GO:0098857,GO:0098984,GO:0099003,GO:0099080,GO:0099081,GO:0099111,GO:0099503,GO:0099504,GO:0099512,GO:0099513,GO:0099522,GO:0099523,GO:0099524,GO:0099572,GO:0120025,GO:0120038,GO:0150034,GO:1900407,GO:1900408,GO:1901031,GO:1901032,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901567,GO:1901575,GO:1901654,GO:1901700,GO:1902679,GO:1902882,GO:1902883,GO:1903047,GO:1903201,GO:1903202,GO:1903205,GO:1903206,GO:1903332,GO:1903334,GO:1903506,GO:1903507,GO:1903561,GO:1904592,GO:1904593,GO:1904764,GO:1905710,GO:1990124,GO:1990832,GO:1990833,GO:1990834,GO:1990836,GO:1990904,GO:2000112,GO:2000113,GO:2001023,GO:2001024,GO:2001038,GO:2001039,GO:2001141		ko:K09490	ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020				ko00000,ko00001,ko03110,ko04131,ko04147	1.A.33			Apicomplexa	3Y9JS@5794,3YKGU@5796,COG0443@1,KOG0100@2759	NA|NA|NA	O	heat shock protein 70
symbB.v1.2.000034.t1	5808.XP_002142079.1	1.53e-109	354.0	Coccidia		GO:0000003,GO:0000082,GO:0000166,GO:0000278,GO:0000323,GO:0000974,GO:0001655,GO:0001664,GO:0001822,GO:0001910,GO:0001912,GO:0001914,GO:0001916,GO:0001917,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002709,GO:0002711,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0003008,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005102,GO:0005488,GO:0005504,GO:0005515,GO:0005524,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005775,GO:0005776,GO:0005829,GO:0005856,GO:0005874,GO:0005882,GO:0006355,GO:0006457,GO:0006464,GO:0006468,GO:0006518,GO:0006606,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006897,GO:0006913,GO:0006914,GO:0006928,GO:0006950,GO:0006996,GO:0007017,GO:0007018,GO:0007033,GO:0007040,GO:0007049,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007517,GO:0007519,GO:0007568,GO:0007600,GO:0007606,GO:0007608,GO:0008021,GO:0008088,GO:0008104,GO:0008134,GO:0008144,GO:0008150,GO:0008152,GO:0008289,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009605,GO:0009628,GO:0009636,GO:0009719,GO:0009725,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009986,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010045,GO:0010468,GO:0010556,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010656,GO:0010660,GO:0010662,GO:0010664,GO:0010665,GO:0010667,GO:0010941,GO:0010970,GO:0012505,GO:0014069,GO:0014070,GO:0014706,GO:0014823,GO:0015031,GO:0015630,GO:0015833,GO:0016020,GO:0016043,GO:0016191,GO:0016192,GO:0016310,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017038,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019538,GO:0019899,GO:0021549,GO:0022037,GO:0022402,GO:0022411,GO:0022414,GO:0030100,GO:0030133,GO:0030162,GO:0030163,GO:0030424,GO:0030425,GO:0030554,GO:0030705,GO:0030900,GO:0030902,GO:0031090,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031341,GO:0031343,GO:0031406,GO:0031410,GO:0031667,GO:0031685,GO:0031686,GO:0031974,GO:0031982,GO:0032268,GO:0032270,GO:0032279,GO:0032355,GO:0032501,GO:0032502,GO:0032504,GO:0032553,GO:0032555,GO:0032559,GO:0032570,GO:0032879,GO:0032984,GO:0032991,GO:0033036,GO:0033218,GO:0033267,GO:0033293,GO:0033365,GO:0033554,GO:0033993,GO:0034504,GO:0034605,GO:0034613,GO:0034641,GO:0035639,GO:0036094,GO:0036211,GO:0036465,GO:0036477,GO:0042026,GO:0042221,GO:0042277,GO:0042493,GO:0042594,GO:0042623,GO:0042698,GO:0042886,GO:0042981,GO:0042995,GO:0043005,GO:0043025,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043195,GO:0043197,GO:0043198,GO:0043202,GO:0043204,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043230,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043531,GO:0043603,GO:0043624,GO:0043679,GO:0043933,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044297,GO:0044306,GO:0044309,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044437,GO:0044444,GO:0044445,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0044743,GO:0044770,GO:0044772,GO:0044843,GO:0044849,GO:0045111,GO:0045121,GO:0045184,GO:0045202,GO:0045471,GO:0045807,GO:0045862,GO:0045892,GO:0045934,GO:0046677,GO:0046686,GO:0046777,GO:0046907,GO:0048471,GO:0048488,GO:0048511,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048731,GO:0048856,GO:0050542,GO:0050764,GO:0050766,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050877,GO:0050896,GO:0051049,GO:0051050,GO:0051082,GO:0051128,GO:0051130,GO:0051169,GO:0051170,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051261,GO:0051641,GO:0051649,GO:0051716,GO:0055085,GO:0060255,GO:0060322,GO:0060537,GO:0060538,GO:0060548,GO:0060627,GO:0061024,GO:0061061,GO:0061077,GO:0061083,GO:0061635,GO:0061684,GO:0061741,GO:0061919,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070062,GO:0070382,GO:0070727,GO:0070887,GO:0071241,GO:0071248,GO:0071276,GO:0071702,GO:0071704,GO:0071705,GO:0071806,GO:0071840,GO:0072001,GO:0072318,GO:0072319,GO:0072321,GO:0072594,GO:0080090,GO:0080134,GO:0080135,GO:0080171,GO:0090559,GO:0097159,GO:0097212,GO:0097213,GO:0097214,GO:0097305,GO:0097367,GO:0097447,GO:0097458,GO:0097708,GO:0098588,GO:0098589,GO:0098657,GO:0098793,GO:0098794,GO:0098805,GO:0098852,GO:0098857,GO:0098984,GO:0099003,GO:0099080,GO:0099081,GO:0099111,GO:0099503,GO:0099504,GO:0099512,GO:0099513,GO:0099522,GO:0099523,GO:0099524,GO:0099572,GO:0120025,GO:0120038,GO:0150034,GO:1900407,GO:1900408,GO:1901031,GO:1901032,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901567,GO:1901575,GO:1901654,GO:1901700,GO:1902679,GO:1902882,GO:1902883,GO:1903047,GO:1903201,GO:1903202,GO:1903205,GO:1903206,GO:1903332,GO:1903334,GO:1903506,GO:1903507,GO:1903561,GO:1904592,GO:1904593,GO:1904764,GO:1905710,GO:1990124,GO:1990832,GO:1990833,GO:1990834,GO:1990836,GO:1990904,GO:2000112,GO:2000113,GO:2001023,GO:2001024,GO:2001038,GO:2001039,GO:2001141		ko:K09490	ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020				ko00000,ko00001,ko03110,ko04131,ko04147	1.A.33			Apicomplexa	3Y9JS@5794,3YKGU@5796,COG0443@1,KOG0100@2759	NA|NA|NA	O	heat shock protein 70
symbB.v1.2.000035.t1	1382306.JNIM01000001_gene787	8.51e-26	107.0	Bacteria			1.6.5.3,1.6.99.3	ko:K00329,ko:K00356	ko00190,map00190		R11945	RC00061	ko00000,ko00001,ko01000				Bacteria	COG0702@1,COG0702@2	NA|NA|NA	GM	epimerase
symbB.v1.2.000036.t1	8932.XP_005505007.1	4.93e-197	619.0	Aves	ABCB1	GO:0000003,GO:0000086,GO:0000139,GO:0000166,GO:0000278,GO:0001101,GO:0001666,GO:0001885,GO:0001890,GO:0002064,GO:0002237,GO:0003006,GO:0003008,GO:0003158,GO:0003674,GO:0003824,GO:0004012,GO:0005215,GO:0005319,GO:0005488,GO:0005524,GO:0005548,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005794,GO:0005829,GO:0005856,GO:0005886,GO:0005887,GO:0005903,GO:0005911,GO:0005912,GO:0005924,GO:0005925,GO:0006629,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006869,GO:0006950,GO:0006996,GO:0007049,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007584,GO:0007586,GO:0007589,GO:0007595,GO:0008144,GO:0008150,GO:0008152,GO:0008283,GO:0008525,GO:0008559,GO:0008643,GO:0009314,GO:0009410,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009719,GO:0009725,GO:0009888,GO:0009914,GO:0009986,GO:0009987,GO:0009991,GO:0010033,GO:0010046,GO:0010212,GO:0010359,GO:0010817,GO:0010876,GO:0010941,GO:0012505,GO:0014045,GO:0014070,GO:0015238,GO:0015399,GO:0015405,GO:0015629,GO:0015695,GO:0015696,GO:0015711,GO:0015718,GO:0015748,GO:0015849,GO:0015893,GO:0015914,GO:0016020,GO:0016021,GO:0016043,GO:0016324,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019216,GO:0019222,GO:0019915,GO:0022402,GO:0022414,GO:0022600,GO:0022804,GO:0022857,GO:0022898,GO:0030054,GO:0030055,GO:0030154,GO:0030554,GO:0030855,GO:0030879,GO:0031090,GO:0031224,GO:0031226,GO:0031253,GO:0031410,GO:0031526,GO:0031667,GO:0031960,GO:0031974,GO:0031981,GO:0031982,GO:0031984,GO:0032368,GO:0032370,GO:0032371,GO:0032373,GO:0032374,GO:0032376,GO:0032409,GO:0032411,GO:0032412,GO:0032414,GO:0032496,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032782,GO:0032879,GO:0033036,GO:0033189,GO:0033231,GO:0033273,GO:0033594,GO:0033595,GO:0033993,GO:0034097,GO:0034204,GO:0034612,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0035620,GO:0035627,GO:0035633,GO:0035639,GO:0036094,GO:0036293,GO:0042221,GO:0042493,GO:0042592,GO:0042623,GO:0042626,GO:0042886,GO:0042891,GO:0042908,GO:0042910,GO:0042995,GO:0043167,GO:0043168,GO:0043207,GO:0043215,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043269,GO:0043270,GO:0043492,GO:0044057,GO:0044058,GO:0044070,GO:0044093,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044459,GO:0044463,GO:0044464,GO:0044770,GO:0044772,GO:0044839,GO:0044840,GO:0044841,GO:0045177,GO:0045332,GO:0045446,GO:0045472,GO:0046581,GO:0046618,GO:0046624,GO:0046685,GO:0046717,GO:0046903,GO:0046942,GO:0047484,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048583,GO:0048584,GO:0048608,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0048878,GO:0050789,GO:0050794,GO:0050878,GO:0050892,GO:0050896,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051235,GO:0051239,GO:0051384,GO:0051704,GO:0051707,GO:0051716,GO:0055085,GO:0055088,GO:0060322,GO:0060429,GO:0060548,GO:0060856,GO:0061024,GO:0061028,GO:0061091,GO:0061092,GO:0061458,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070161,GO:0070482,GO:0070887,GO:0071216,GO:0071217,GO:0071229,GO:0071310,GO:0071345,GO:0071356,GO:0071396,GO:0071407,GO:0071496,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0072089,GO:0080090,GO:0080134,GO:0080184,GO:0090554,GO:0090555,GO:0097035,GO:0097159,GO:0097327,GO:0097367,GO:0097708,GO:0098588,GO:0098590,GO:0098791,GO:0098862,GO:0099038,GO:0099039,GO:0099040,GO:0120025,GO:0120038,GO:1901264,GO:1901265,GO:1901363,GO:1901529,GO:1901557,GO:1901654,GO:1901656,GO:1901700,GO:1901701,GO:1903047,GO:1903412,GO:1903413,GO:1903416,GO:1903793,GO:1903959,GO:1903961,GO:1904121,GO:1904478,GO:1905952,GO:1905954,GO:1990962,GO:1990963,GO:2001023,GO:2001025,GO:2001138,GO:2001140,GO:2001225	3.6.3.44	ko:K05658,ko:K05659,ko:K05664	ko01522,ko02010,ko04976,ko04979,ko05206,ko05226,map01522,map02010,map04976,map04979,map05206,map05226				ko00000,ko00001,ko01000,ko02000,ko04090,ko04147	3.A.1.201			Metazoa	38E88@33154,3B958@33208,3CVKH@33213,483MS@7711,48ZZW@7742,4GIIX@8782,COG1132@1,KOG0055@2759	NA|NA|NA	Q	Multidrug resistance protein
symbB.v1.2.000038.t2	296587.XP_002500414.1	8.45e-61	229.0	Chlorophyta													Viridiplantae	34JR7@3041,37RVI@33090,COG0402@1,KOG3968@2759	NA|NA|NA	FQ	Amidohydrolase family
symbB.v1.2.000038.t1	296587.XP_002500414.1	6.44e-61	229.0	Chlorophyta													Viridiplantae	34JR7@3041,37RVI@33090,COG0402@1,KOG3968@2759	NA|NA|NA	FQ	Amidohydrolase family
symbB.v1.2.000041.t2	159749.K0S9E4	2.61e-27	122.0	Eukaryota													Eukaryota	28NC1@1,2QUXF@2759	NA|NA|NA	S	ADP-ribosylglycohydrolase
symbB.v1.2.000041.t1	159749.K0S9E4	1.82e-27	122.0	Eukaryota													Eukaryota	28NC1@1,2QUXF@2759	NA|NA|NA	S	ADP-ribosylglycohydrolase
symbB.v1.2.000051.t1	5811.TGME49_030830	9.65e-22	100.0	Sarcocystidae													Apicomplexa	3YFZ0@5794,3YJV3@5796,3YTG5@5809,COG5245@1,KOG3595@2759	NA|NA|NA	Z	ATPase family associated with various cellular activities (AAA) domain-containing protein
symbB.v1.2.000053.t1	2850.Phatr32665	4.08e-49	196.0	Bacillariophyta													Eukaryota	28KJH@1,2QT0Y@2759,2XAU8@2836	NA|NA|NA		
symbB.v1.2.000055.t1	3760.EMJ01753	4.72e-10	64.7	fabids													Viridiplantae	2C9HH@1,2RXY3@2759,37TTY@33090,3GI6T@35493,4JP2K@91835	NA|NA|NA	S	COPI associated protein
symbB.v1.2.000059.t1	55529.EKX42985	7.43e-33	129.0	Eukaryota													Eukaryota	2S9C4@2759,COG0726@1	NA|NA|NA	G	Polysaccharide deacetylase
